번호,지자체 유형,광역,기초,자치법규명,제개정일자,지방의회_기수,최종분야,,
203,기초지자체_군,강원특별자치도,영월군,영월 박물관고을 특구 운영에 관한 조례,2025-05-23,지방의회 9기,문화관광,,
204,기초지자체_군,강원특별자치도,영월군,영월군 유통기업상생발전 및 전통상업보존구역 지정 등에 관한 조례,2025-05-23,지방의회 9기,경제산업,,
205,기초지자체_군,강원특별자치도,영월군,영월군 폐기물관리에 관한 조례,2025-05-23,지방의회 9기,환경,,
206,기초지자체_군,강원특별자치도,영월군,영월군 간접흡연 피해방지 조례,2025-05-23,지방의회 9기,보건의료,,
207,기초지자체_군,강원특별자치도,영월군,영월군 인구정책 기본 조례,2025-05-23,지방의회 9기,행정일반,,
208,기초지자체_군,강원특별자치도,영월군,영월군 사회적경제 육성 및 지원에 관한 조례,2025-05-23,지방의회 9기,경제산업,,
209,기초지자체_군,강원특별자치도,평창군,평창군 민주평화통일자문회의 대행기관 운영에 관한 조례,2025-05-23,지방의회 9기,행정일반,,
210,기초지자체_군,강원특별자치도,평창군,평창군 보건의료원 수가 조례,2025-05-23,지방의회 9기,보건의료,,
211,기초지자체_군,강원특별자치도,양양군,양양군 보건소 수가 조례,2025-05-23,지방의회 9기,보건의료,,
212,기초지자체_시,강원특별자치도,원주시,원주기업도시 고향관 설치 및 운영 조례,2025-05-16,지방의회 9기,경제산업,,
213,기초지자체_시,강원특별자치도,원주시,원주시 도시공원 및 녹지 등에 관한 조례,2025-05-16,지방의회 9기,환경,,
214,기초지자체_시,강원특별자치도,원주시,원주의료기기산업진흥원 설립 및 지원 조례,2025-05-16,지방의회 9기,보건의료,,
215,기초지자체_시,강원특별자치도,원주시,원주시 건축 조례,2025-05-16,지방의회 9기,건설도시,,
216,기초지자체_시,강원특별자치도,원주시,원주시 옥외광고물 등의 관리와 옥외광고산업 진흥에 관한 조례,2025-05-16,지방의회 9기,건설도시,,
217,기초지자체_시,강원특별자치도,원주시,원주시 무장애 도시 조성에 관한 조례,2025-05-16,지방의회 9기,복지,,
218,기초지자체_시,강원특별자치도,원주시,원주시 스마트농업 육성 및 지원에 관한 조례,2025-05-16,지방의회 9기,농림수산,,
219,기초지자체_시,강원특별자치도,원주시,원주시 실내공기질 관리 조례,2025-05-16,지방의회 9기,환경,,
220,기초지자체_시,강원특별자치도,원주시,원주시 저연차공무원 공직 적응 및 지원에 관한 조례,2025-05-16,지방의회 9기,행정일반,,
221,기초지자체_시,강원특별자치도,원주시,원주시 도박중독 예방 및 치료 지원에 관한 조례,2025-05-16,지방의회 9기,보건의료,,
222,기초지자체_시,강원특별자치도,원주시,원주시 이스포츠(전자스포츠) 진흥에 관한 조례,2025-05-16,지방의회 9기,문화관광,,
223,기초지자체_시,강원특별자치도,원주시,원주시 고품질 쌀 생산과 소비촉진 지원 조례,2025-05-16,지방의회 9기,농림수산,,
224,기초지자체_시,강원특별자치도,원주시,원주시 문화도시 조성사업 사후관리 조례,2025-05-16,지방의회 9기,문화관광,,
225,기초지자체_시,강원특별자치도,원주시,원주시 시각장애인 보도 점자블록 설치 및 관리 조례,2025-05-16,지방의회 9기,건설도시,,
226,기초지자체_시,강원특별자치도,원주시,원주시 문화도시 조성 및 지원에 관한 조례,2025-05-16,지방의회 9기,문화관광,,
227,기초지자체_시,강원특별자치도,원주시,원주시 공정관광 육성 및 지원 조례,2025-05-16,지방의회 9기,문화관광,,
228,기초지자체_시,강원특별자치도,원주시,원주시 관광진흥 조례,2025-05-16,지방의회 9기,문화관광,,
229,기초지자체_시,강원특별자치도,원주시,원주시의회 저연차공무원 공직 적응 및 지원에 관한 조례,2025-05-16,지방의회 9기,의회,,
230,기초지자체_군,강원특별자치도,정선군,정선군 노인복지 증진에 관한 조례,2025-05-16,지방의회 9기,복지,,
231,기초지자체_군,강원특별자치도,정선군,정선군 휴양단지 관리 조례,2025-05-16,지방의회 9기,문화관광,,
232,기초지자체_군,강원특별자치도,정선군,정선군 공영버스 사업 운영 조례,2025-05-16,지방의회 9기,건설도시,,
233,기초지자체_군,강원특별자치도,정선군,정선군 사회복지사 등의 처우 및 지위 향상에 관한 조례,2025-05-16,지방의회 9기,복지,,
234,기초지자체_군,강원특별자치도,정선군,정선군 지정관광지 관람료 및 시설사용료 징수 조례,2025-05-16,지방의회 9기,문화관광,,
235,기초지자체_군,강원특별자치도,정선군,정선군 농민문화체육센터 관리 조례,2025-05-16,지방의회 9기,농림수산,,
236,기초지자체_군,강원특별자치도,정선군,정선군 주차장 설치 및 관리 조례,2025-05-16,지방의회 9기,건설도시,,
237,기초지자체_군,강원특별자치도,양구군,양구군 행정동우회 지원에 관한 조례,2025-05-16,지방의회 9기,행정일반,,
238,기초지자체_군,강원특별자치도,양구군,양구군 지방공무원 복무조례,2025-05-16,지방의회 9기,행정일반,,
239,기초지자체_군,강원특별자치도,양구군,양구수목원 관리 및 운영 조례,2025-05-16,지방의회 9기,환경,,
240,기초지자체_군,강원특별자치도,양구군,양구군 스마트농업 육성 및 지원에 관한 조례,2025-05-16,지방의회 9기,농림수산,,
241,기초지자체_군,강원특별자치도,양구군,양구군 체육우수선수 육성 및 지원 조례,2025-05-16,지방의회 9기,문화관광,,
242,기초지자체_군,강원특별자치도,양구군,양구군 보건소 수가조례,2025-05-16,지방의회 9기,보건의료,,
243,기초지자체_군,강원특별자치도,양구군,양구군의회 의원 윤리강령 및 윤리실천규범 등에 관한 조례,2025-05-16,지방의회 9기,의회,,
244,기초지자체_군,강원특별자치도,양구군,양구군 공무원의 직무관련 사건에 대한 소송비용 지원에 관한 조례,2025-05-16,지방의회 9기,행정일반,,
245,기초지자체_군,강원특별자치도,양구군,양구군 자유총연맹 지원에 관한 조례,2025-05-16,지방의회 9기,행정일반,,
246,기초지자체_군,강원특별자치도,양구군,양구선사박물관 및 양구근현대사박물관 관리 운영 조례,2025-05-16,지방의회 9기,문화관광,,
247,기초지자체_군,강원특별자치도,양구군,양구백자박물관 설치 및 운영 조례,2025-05-16,지방의회 9기,문화관광,,
248,기초지자체_군,강원특별자치도,양구군,양구 공예공방 및 전시판매장 운영조례,2025-05-16,지방의회 9기,문화관광,,
249,기초지자체_군,강원특별자치도,양구군,양구군 펀치볼 관광지 관리 및 운영조례,2025-05-16,지방의회 9기,문화관광,,
250,기초지자체_군,강원특별자치도,양구군,양구군 한반도섬 운영 관리 조례,2025-05-16,지방의회 9기,문화관광,,
251,기초지자체_군,강원특별자치도,양구군,양구 DMZ 조이나믹 체험장 관리 및 운영 조례,2025-05-16,지방의회 9기,문화관광,,
252,기초지자체_군,강원특별자치도,양구군,양구군 고문변호사 조례,2025-05-16,지방의회 9기,행정일반,,
253,기초지자체_군,강원특별자치도,양구군,양구군 자율방범대 지원에 관한 조례,2025-05-16,지방의회 9기,안전,,
254,기초지자체_군,강원특별자치도,양구군,양구군 원료산업지원시설 관리 및 운영 조례,2025-05-16,지방의회 9기,농림수산,,
255,기초지자체_군,강원특별자치도,양구군,양구군립 박수근미술관 운영조례,2025-05-16,지방의회 9기,문화관광,,
256,기초지자체_군,강원특별자치도,양구군,양구군 산양ㆍ사향노루센터 설치 운영조례,2025-05-16,지방의회 9기,문화관광,,
257,기초지자체_군,강원특별자치도,양구군,양구군 국토정중앙천문대 운영 및 관리조례,2025-05-16,지방의회 9기,문화관광,,
258,기초지자체_군,강원특별자치도,양구군,양구군 두타연 관광지 관리 및 운영 조례,2025-05-16,지방의회 9기,문화관광,,
259,기초지자체_군,강원특별자치도,양구군,양구군 가축사육 제한에 관한 조례,2025-05-16,지방의회 9기,보건의료,,
260,기초지자체_군,강원특별자치도,양구군,양구군 출향군민 지원에 관한 조례,2025-05-16,지방의회 9기,행정일반,,
261,기초지자체_군,강원특별자치도,양구군,양구군 도시숲등의 조성ㆍ관리 조례,2025-05-16,지방의회 9기,환경,,
262,기초지자체_군,강원특별자치도,양구군,양구군 해안야생화원료체험장 관리 및 운영 조례,2025-05-16,지방의회 9기,문화관광,,
263,기초지자체_군,강원특별자치도,양구군,양구군 복지사각지대 저소득층 맞춤형 지원조례,2025-05-16,지방의회 9기,복지,,
264,기초지자체_군,강원특별자치도,양구군,양구군 건축조례,2025-05-16,지방의회 9기,건설도시,,
265,기초지자체_시,강원특별자치도,속초시,속초시 택시운송사업의 발전에 관한 조례,2025-05-09,지방의회 9기,건설도시,,
266,기초지자체_시,강원특별자치도,속초시,속초시 공공청사 부설주차장 관리운영 조례,2025-05-09,지방의회 9기,건설도시,,
267,기초지자체_군,강원특별자치도,영월군,영월군 개인정보 보호에 관한 조례,2025-05-09,지방의회 9기,행정일반,,
268,기초지자체_군,강원특별자치도,영월군,카르스트 지질테마공원 관리 및 운영에 관한 조례,2025-05-09,지방의회 9기,문화관광,,
269,기초지자체_군,강원특별자치도,영월군,영월군 공공산후조리원 설치 및 운영 등에 관한 조례,2025-05-09,지방의회 9기,복지,,
270,기초지자체_군,강원특별자치도,영월군,영월군 학교급식 지원에 관한 조례,2025-05-09,지방의회 9기,교육,,
271,기초지자체_군,강원특별자치도,영월군,영월군 로컬푸드 활성화에 관한 조례,2025-05-09,지방의회 9기,농림수산,,
272,기초지자체_군,강원특별자치도,영월군,영월군 농산물종합가공기술지원센터 운영 및 관리 조례,2025-05-09,지방의회 9기,농림수산,,
273,기초지자체_군,강원특별자치도,영월군,영월군 김삿갓문학상 운영 조례,2025-05-09,지방의회 9기,농림수산,,
274,기초지자체_군,강원특별자치도,영월군,영월군 보건소 수가 조례,2025-05-09,지방의회 9기,보건의료,,
275,기초지자체_군,강원특별자치도,영월군,영월군 현수막의 친환경 소재 사용 촉진 및 재활용 활성화 조례,2025-05-09,지방의회 9기,환경,,
276,기초지자체_군,강원특별자치도,영월군,영월군 재난현장 통합자원봉사지원단 구성 및 운영 등에 관한 조례,2025-05-09,지방의회 9기,안전,,
277,기초지자체_군,강원특별자치도,영월군,영월군 기부자 예우와 기부심사위원회 운영에 관한 조례,2025-05-09,지방의회 9기,복지,,
278,기초지자체_군,강원특별자치도,영월군,영월군 고령농업인 영농지원 조례,2025-05-09,지방의회 9기,농림수산,,
279,기초지자체_군,강원특별자치도,영월군,영월군 홍보용 농ㆍ특산물 구매 및 제공에 관한 조례,2025-05-09,지방의회 9기,농림수산,,
280,기초지자체_군,강원특별자치도,영월군,농ㆍ특산물에 대한 영월군수 품질인증 조례,2025-05-09,지방의회 9기,농림수산,,
281,기초지자체_군,강원특별자치도,영월군,영월군 주요 농산물 생산원가보장 지원에 관한 조례,2025-05-09,지방의회 9기,농림수산,,
282,기초지자체_군,강원특별자치도,철원군,철원군 가족돌봄청소년ㆍ청년 지원 조례,2025-05-07,지방의회 9기,복지,,
283,기초지자체_군,강원특별자치도,철원군,철원군 먹거리 보장 기본 조례,2025-05-07,지방의회 9기,농림수산,,
284,기초지자체_군,강원특별자치도,철원군,철원군 청년 기본 조례,2025-05-07,지방의회 9기,복지,,
285,기초지자체_군,강원특별자치도,철원군,철원군 어르신 봉양수당 지급에 관한 조례,2025-05-07,지방의회 9기,복지,,
286,기초지자체_군,강원특별자치도,철원군,철원군 환경기초시설 주변지역 지원에 관한 조례,2025-05-07,지방의회 9기,환경,,
287,기초지자체_군,강원특별자치도,철원군,철원군 국가보훈대상자 등 예우 및 지원에 관한 조례,2025-05-07,지방의회 9기,복지,,
